Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|P41732|TSN7_HUMAN	P41732	TSN7_HUMAN	TSPAN7	249	Homo sapiens	Tetraspanin-7	1:Experimental evidence at protein level	6.02	1.0000	0.9990	1	1	1	13	13	13	8046841	8046841	8046841	6M(15.9949), N-term(304.2071)			169903.8369	199184.3501	201475.5049	1083556.2227	1097583.9297	953064.1992	204623.9927	245633.0674	200925.5713	501101.0488	530515.1055	443849.0215	10538.3569	2993.2692	0.0000	0.0000
sp|P41743|KPCI_HUMAN	P41743	KPCI_HUMAN	PRKCI	596	Homo sapiens	Protein kinase C iota type	1:Experimental evidence at protein level	4.19	1.0000	0.9990	3	2	3	3	2	3	6525267	4392401	6525267	3C(57.0214), 6C(57.0214), 6M(15.9949), 7C(57.0214), 8K(304.2071), N-term(304.2071)			254448.0039	258800.2305	299505.3281	360928.7734	311889.9766	329598.4531	261347.4375	289695.7148	219491.4688	251071.9375	189347.8281	167777.1191	6144.7787	4413.6923	0.0000	0.0000
sp|P42025|ACTY_HUMAN	P42025	ACTY_HUMAN	ACTR1B	376	Homo sapiens	Beta-centractin	1:Experimental evidence at protein level	42.55	1.0000	0.9990	14	6	6	26	9	9	210523736	14397836	210523736	10K(304.2071), 18K(304.2071), 1K(304.2071), 22K(304.2071), 2C(57.0214), 2K(304.2071), N-term(304.2071), N-term(42.0106)			934731.0078	941651.5859	1098364.3438	1338500.8516	1278769.5078	1342537.8672	835562.2109	1043832.1328	807794.8125	815854.5000	621406.6914	574369.8477	21467.0913	13607.8253	1239.4625	0.0000
sp|P42126|ECI1_HUMAN	P42126	ECI1_HUMAN	ECI1	302	Homo sapiens	Enoyl-CoA delta isomerase 1, mitochondrial	1:Experimental evidence at protein level	18.87	1.0000	0.9990	4	4	4	4	4	4	2929386	2929386	2929386	14M(15.9949), 15K(304.2071), 21M(15.9949), 22C(57.0214), 4M(15.9949), N-term(304.2071)			73073.2031	76628.5938	91711.1426	444431.3203	508720.1797	504260.7891	105280.0684	128430.7539	99760.6367	298566.2812	361119.1016	236130.6836	13969.8145	4676.8510	0.0000	0.0000
sp|P42166|LAP2A_HUMAN	P42166	LAP2A_HUMAN	TMPO	694	Homo sapiens	Lamina-associated polypeptide 2, isoform alpha	1:Experimental evidence at protein level	26.80	1.0000	0.9990	21	21	21	40	40	40	80586216	80586216	80586216	12K(304.2071), 14K(304.2071), 17K(304.2071), 19K(304.2071), 23K(304.2071), 2K(304.2071), 4K(304.2071), 6C(57.0214), 7C(57.0214), 7K(304.2071), 9C(57.0214), N-term(304.2071)			1537370.9717	1773726.0049	2099788.9683	7468305.7637	7357740.3281	10412779.1553	2142828.1318	2737910.7617	2099989.0674	8631418.5176	7091097.6582	6021825.5898	196272.6567	101083.3540	1601.5157	0.0000
sp|P42224|STAT1_HUMAN	P42224	STAT1_HUMAN	STAT1	750	Homo sapiens	Signal transducer and activator of transcription 1-alpha/beta	1:Experimental evidence at protein level	25.87	1.0000	0.9990	15	15	15	20	20	20	7209622	7209622	7209622	10K(304.2071), 10M(15.9949), 11M(15.9949), 12K(304.2071), 13C(57.0214), 13K(304.2071), 14K(304.2071), 14M(15.9949), 17K(304.2071), 18K(304.2071), 19K(304.2071), 2M(15.9949), 4K(304.2071), 4M(15.9949), 6M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)			896921.9717	966812.7432	1108778.5957	1197707.0693	1247776.6768	1213027.6133	1708475.3789	2369274.2148	2047230.1953	1236889.1025	1192439.0068	961165.0664	30767.4963	15948.0325	0.0000	0.0000
sp|P42261|GRIA1_HUMAN	P42261	GRIA1_HUMAN	GRIA1	906	Homo sapiens	Glutamate receptor 1	1:Experimental evidence at protein level	7.84	1.0000	0.9990	7	4	4	9	5	5	13549788	6762155	13549788	11K(304.2071), 13K(304.2071), 6M(15.9949), N-term(304.2071)			104378.3242	126995.9253	140545.9604	891738.1875	857745.2812	790765.6309	134887.2896	212733.7627	154168.8208	736771.3438	865867.9336	680912.0078	15198.0317	6571.1040	0.0000	0.0000
sp|P42262|GRIA2_HUMAN	P42262	GRIA2_HUMAN	GRIA2	883	Homo sapiens	Glutamate receptor 2	1:Experimental evidence at protein level	13.14	1.0000	0.9990	12	7	12	13	7	13	9214993	3009418	9214993	10K(304.2071), 12K(304.2071), 15K(304.2071), 1K(304.2071), 20K(304.2071), 2K(304.2071), 3C(57.0214), 6C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			316024.7686	364847.6230	410276.8042	2009976.9062	1926879.3359	1873811.1953	417597.6182	600674.7607	440858.4771	1687301.9648	1732177.8945	1434178.5977	46352.7817	29045.9586	0.0000	0.0000
sp|P42285|MTREX_HUMAN	P42285	MTREX_HUMAN	MTREX	1042	Homo sapiens	Exosome RNA helicase MTR4	1:Experimental evidence at protein level	11.90	1.0000	0.9990	17	17	17	23	23	23	17079571	17079571	17079571	10K(304.2071), 14K(304.2071), 1K(304.2071), 2K(304.2071), 2M(15.9949), 5C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			1624978.0312	1715136.8574	1885810.5879	3877114.6719	3871223.2930	3521774.4727	1654988.1191	2286656.8984	1733330.6309	3022620.7891	2617698.4824	2239579.7637	69545.3108	22858.6062	0.0000	1078.4569
sp|P42330|AK1C3_HUMAN	P42330	AK1C3_HUMAN	AKR1C3	323	Homo sapiens	Aldo-keto reductase family 1 member C3	1:Experimental evidence at protein level	26.32	1.0000	0.9990	11	2	2	12	2	2	29297396	333892	29297396	10C(57.0214), 2K(304.2071), 5C(57.0214), N-term(304.2071)			98183.6758	88499.1758	108651.4141	122991.7461	125258.9570	122377.0703	183956.9297	262727.7969	217422.0312	111126.5078	113359.5195	96930.5117	7517.0232	4173.2310	0.0000	0.0000
sp|P42336|PK3CA_HUMAN	P42336	PK3CA_HUMAN	PIK3CA	1068	Homo sapiens	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	1:Experimental evidence at protein level	4.03	1.0000	0.9990	4	4	4	5	5	5	6822464	6822464	6822464	13K(304.2071), 5C(57.0214), 5M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)			815504.0850	868582.2109	1000361.9053	912036.4004	777649.3242	828493.2969	459013.7979	585179.6973	549874.0020	539382.4941	484580.0938	446090.2539	12649.4504	4367.5382	0.0000	0.0000
sp|P42345|MTOR_HUMAN	P42345	MTOR_HUMAN	MTOR	2549	Homo sapiens	Serine/threonine-protein kinase mTOR	1:Experimental evidence at protein level	5.77	1.0000	0.9990	15	15	15	19	19	19	31019273	31019273	31019273	16K(304.2071), 17M(15.9949), 18K(304.2071), 19K(304.2071), 1K(304.2071), 2M(15.9949), 5M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)			971679.2373	1092605.0117	1177903.2617	1483915.9453	1355849.6836	1388860.3789	1059169.7432	1394901.7852	1065144.0059	1191022.0586	1044463.6592	954416.4961	33728.3350	20341.7981	0.0000	0.0000
sp|P42356|PI4KA_HUMAN	P42356	PI4KA_HUMAN	PI4KA	2102	Homo sapiens	Phosphatidylinositol 4-kinase alpha	1:Experimental evidence at protein level	2.28	1.0000	0.9990	4	3	4	6	3	6	4808976	2846457	4808976	10K(304.2071), 12K(304.2071), 13K(304.2071), 2K(304.2071), 5M(15.9949), 8M(15.9949), N-term(304.2071)			197541.2725	218220.3857	232674.0098	673076.8828	666850.5703	630367.9336	230797.0107	297779.3242	235533.8086	502083.9570	543100.7266	415636.0605	13216.5747	8951.1003	0.0000	0.0000
sp|P42566|EPS15_HUMAN	P42566	EPS15_HUMAN	EPS15	896	Homo sapiens	Epidermal growth factor receptor substrate 15	1:Experimental evidence at protein level	12.39	1.0000	0.9990	10	10	10	10	10	10	7114813	7114813	7114813	12K(304.2071), 14K(304.2071), 16K(304.2071), 1C(57.0214), 20K(304.2071), 2C(57.0214), 7K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)			779654.6680	785084.7891	974327.5391	1268503.5859	1253087.7617	1222693.9961	1175690.6602	1647142.8828	1275164.6250	1212081.9336	1129090.6602	932143.3164	29677.9517	12005.9998	0.0000	0.0000
sp|P42574|CASP3_HUMAN	P42574	CASP3_HUMAN	CASP3	277	Homo sapiens	Caspase-3	1:Experimental evidence at protein level	36.46	1.0000	0.9990	11	10	11	13	12	13	61595767	61595767	61595767	11K(304.2071), 12K(304.2071), 18M(15.9949), 19K(304.2071), 1K(304.2071), 20C(57.0214), 22K(304.2071), 3K(304.2071), 4C(57.0214), 4K(304.2071), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8K(304.2071), 8M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)			1078454.8955	1090106.9766	1256902.6914	1064341.9160	1047071.6816	1012381.4404	1091680.8730	1395442.4395	1149738.5020	779398.4121	658239.9951	590136.7832	17555.4720	8915.5366	0.0000	0.0000
sp|P42658|DPP6_HUMAN	P42658	DPP6_HUMAN	DPP6	865	Homo sapiens	Dipeptidyl aminopeptidase-like protein 6	1:Experimental evidence at protein level	6.36	1.0000	0.9990	5	5	5	5	5	5	6901474	6901474	6901474	18K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			155372.9326	182901.4434	215979.9258	1501479.7656	1471017.3750	1308068.7656	148676.5195	174958.3760	113885.0732	186759.4414	166310.2969	138445.9258	2720.6184	0.0000	0.0000	0.0000
sp|P42684|ABL2_HUMAN	P42684	ABL2_HUMAN	ABL2	1182	Homo sapiens	Tyrosine-protein kinase ABL2	1:Experimental evidence at protein level	14.13	1.0000	0.9990	11	11	11	14	14	14	4504622	4504622	4504622	11K(304.2071), 18M(15.9949), 1C(57.0214), 1K(304.2071), 21K(304.2071), 2C(57.0214), 32K(304.2071), 33K(304.2071), 5K(304.2071), 7M(15.9949), 8C(57.0214), N-term(304.2071)			739441.5039	826392.9492	837292.5859	1388105.3008	1454004.7148	1258347.2461	740809.4258	977216.8301	738787.8242	928751.6074	952480.5938	794555.1875	32680.6709	11254.3243	0.0000	0.0000
sp|P42694|HELZ_HUMAN	P42694	HELZ_HUMAN	HELZ	1942	Homo sapiens	Probable helicase with zinc finger domain	1:Experimental evidence at protein level	3.66	1.0000	0.9990	6	6	6	6	6	6	1845932	1845932	1845932	11C(57.0214), 12K(304.2071), 15K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			155816.5801	163802.3535	180162.9180	333754.7852	320003.7773	323278.2383	195250.2656	252843.4961	196297.6797	284286.8672	266967.8984	213998.3945	9427.2305	3461.4886	0.0000	0.0000
sp|P42704|LPPRC_HUMAN	P42704	LPPRC_HUMAN	LRPPRC	1394	Homo sapiens	Leucine-rich PPR motif-containing protein, mitochondrial	1:Experimental evidence at protein level	21.81	1.0000	0.9990	28	28	28	46	46	46	42186370	42186370	42186370	10K(304.2071), 11K(304.2071), 12K(304.2071), 14M(15.9949), 15K(304.2071), 16K(304.2071), 19K(304.2071), 1C(57.0214), 21C(57.0214), 2C(57.0214), 2K(304.2071), 2M(15.9949), 4M(15.9949), 5C(57.0214), 5K(304.2071), 6C(57.0214), 6K(304.2071), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			1321038.1697	1633681.4482	1809721.9995	12405571.6367	9473648.9805	10730534.6914	1912661.2925	2438272.7305	1855389.8906	8106179.2656	7033194.2275	5619975.6367	180847.9009	69126.1547	0.0000	0.0000
sp|P42765|THIM_HUMAN	P42765	THIM_HUMAN	ACAA2	397	Homo sapiens	3-ketoacyl-CoA thiolase, mitochondrial	1:Experimental evidence at protein level	39.55	1.0000	0.9990	15	15	15	23	23	23	40148764	40148764	40148764	12M(15.9949), 13K(304.2071), 13M(15.9949), 18K(304.2071), 19C(57.0214), 20K(304.2071), 22K(304.2071), 2K(304.2071), 2M(15.9949), 3C(57.0214), 3M(15.9949), 5K(304.2071), 5M(15.9949), 6C(57.0214), 6K(304.2071), 7C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			596377.0962	677000.5828	796831.3521	4422463.8633	4333586.2852	4318263.0820	693668.0581	975450.1079	831018.7456	6117756.1562	5949672.7227	4668574.4766	140297.8533	54727.7013	0.0000	0.0000
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	Homo sapiens	60S ribosomal protein L35	1:Experimental evidence at protein level	34.15	1.0000	0.9990	6	6	6	9	9	9	15116354	15116354	15116354	10K(304.2071), 11K(304.2071), 1K(304.2071), 2K(304.2071), 3K(304.2071), 4K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)			2671748.9141	2322141.5469	3473687.8203	2570425.3672	3454244.3906	2201247.9531	3077568.3398	3949490.5625	3779439.0469	1770419.3789	1628205.0938	1267991.9648	43206.8381	27767.1658	0.0000	0.0000
sp|P42785|PCP_HUMAN	P42785	PCP_HUMAN	PRCP	496	Homo sapiens	Lysosomal Pro-X carboxypeptidase	1:Experimental evidence at protein level	11.69	1.0000	0.9990	7	7	7	8	8	8	36732892	36732892	36732892	14K(304.2071), 2K(304.2071), 5C(57.0214), 6M(15.9949), 8K(304.2071), 8M(15.9949), N-term(304.2071)			408075.7832	405896.4551	552816.2344	1633725.3203	1394568.2266	1590522.2578	738788.1289	941087.4844	859223.6133	1553403.6250	1513251.9375	1104185.3438	24768.0917	15005.1731	0.0000	0.0000
sp|P42857|NSG1_HUMAN	P42857	NSG1_HUMAN	NSG1	185	Homo sapiens	Neuronal vesicle trafficking-associated protein 1	1:Experimental evidence at protein level	15.14	1.0000	0.9990	3	3	3	3	3	3	1147546	1147546	1147546	11K(304.2071), 2C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			40817.8633	58103.7012	61751.1895	385473.5781	382301.8828	379151.2422	53454.7480	70827.8730	50672.5879	240880.2344	244445.5703	169682.7461	3464.3124	1068.9736	0.0000	0.0000
sp|P42858|HD_HUMAN	P42858	HD_HUMAN	HTT	3142	Homo sapiens	Huntingtin	1:Experimental evidence at protein level	5.79	1.0000	0.9990	15	15	15	15	15	15	9498463	9498463	9498463	12K(304.2071), 13K(304.2071), 15K(304.2071), 17K(304.2071), 1C(57.0214), 1K(304.2071), 25K(304.2071), 27C(57.0214), 2K(304.2071), 3M(15.9949), 4M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)			878478.0625	875767.6484	1047510.0664	1115424.5586	1064894.0391	999421.2891	993468.1387	1316584.7383	1062961.8164	822957.8477	753375.7031	647934.9668	15039.5410	6084.3617	0.0000	0.0000
sp|P42898|MTHR_HUMAN	P42898	MTHR_HUMAN	MTHFR	656	Homo sapiens	Methylenetetrahydrofolate reductase (NADPH)	1:Experimental evidence at protein level	7.47	1.0000	0.9990	4	4	4	5	5	5	5467684	5467684	5467684	13K(304.2071), 21K(304.2071), 8C(57.0214), N-term(304.2071)			473071.7520	431369.0957	528475.4004	438885.1621	457782.8418	432956.3418	403584.6309	503565.8105	420790.8301	316147.7285	231718.9897	216732.9443	7395.7219	6063.1196	0.0000	0.0000
sp|P43003|EAA1_HUMAN	P43003	EAA1_HUMAN	SLC1A3	542	Homo sapiens	Excitatory amino acid transporter 1	1:Experimental evidence at protein level	13.10	1.0000	0.9990	6	5	6	17	12	17	29905592	12404974	29905592	10K(304.2071), 14K(304.2071), 16M(15.9949), 17K(304.2071), 1C(57.0214), 1K(304.2071), 21K(304.2071), 22M(15.9949), 2K(304.2071), 6M(15.9949), 9K(304.2071), N-term(304.2071)			351885.8457	387129.9561	482839.6270	3012744.0312	2957613.5859	2822659.6016	614952.0645	941867.7451	807428.4570	5008900.1406	5437347.2344	4514532.8281	147882.9165	73571.8895	0.0000	0.0000
sp|P43004|EAA2_HUMAN	P43004	EAA2_HUMAN	SLC1A2	574	Homo sapiens	Excitatory amino acid transporter 2	1:Experimental evidence at protein level	11.15	1.0000	0.9990	6	6	6	10	10	10	20362212	20362212	20362212	10K(304.2071), 11K(304.2071), 12K(304.2071), 1C(57.0214), 4C(57.0214), 7M(15.9949), 8M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071), N-term(42.0106)			775250.1914	771366.3799	828346.9736	2108719.2617	2176394.4180	1953315.5391	861178.1309	1199010.9316	947813.1436	1329561.7012	1305366.5605	1088695.4062	32031.5880	14931.7145	0.0000	0.0000
sp|P43007|SATT_HUMAN	P43007	SATT_HUMAN	SLC1A4	532	Homo sapiens	Neutral amino acid transporter A	1:Experimental evidence at protein level	17.86	1.0000	0.9990	7	6	6	12	7	7	35601425	17163737	35601425	10K(304.2071), 1K(304.2071), 27K(304.2071), 35K(304.2071), 7C(57.0214), 8K(304.2071), N-term(304.2071)			102783.9355	112540.0814	144036.3464	904781.9512	787691.3262	817505.2930	158082.4263	239436.8618	178630.5610	1430197.3984	1564565.2500	1144316.1172	45514.5818	23764.6541	0.0000	0.0000
sp|P43034|LIS1_HUMAN	P43034	LIS1_HUMAN	PAFAH1B1	410	Homo sapiens	Platelet-activating factor acetylhydrolase IB subunit beta	1:Experimental evidence at protein level	42.20	1.0000	0.9990	21	21	21	35	35	35	76432112	76432112	76432112	12K(304.2071), 13K(304.2071), 14C(57.0214), 15K(304.2071), 16K(304.2071), 17K(304.2071), 1K(304.2071), 2M(15.9949), 3K(304.2071), 3M(15.9949), 4K(304.2071), 5C(57.0214), 5K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)			4918668.6777	4960746.9629	5616892.5371	6005342.5996	5460611.9785	5538176.8164	4307858.6211	5423735.3691	3872192.1602	3919752.8281	2976895.8975	2710873.5176	97776.5730	58299.4642	0.0000	0.0000
sp|P43121|MUC18_HUMAN	P43121	MUC18_HUMAN	MCAM	646	Homo sapiens	Cell surface glycoprotein MUC18	1:Experimental evidence at protein level	24.77	1.0000	0.9990	10	10	10	14	14	14	3982296	3982296	3982296	12K(304.2071), 14C(57.0214), 18K(304.2071), 20K(304.2071), 22K(304.2071), 30C(57.0214), 3K(304.2071), 5K(304.2071), 8K(304.2071), 8M(15.9949), N-term(304.2071)			392357.8042	451563.3076	666624.6885	1927125.0996	2016477.3262	1876220.5625	469170.7109	632952.7988	536176.2861	2458981.9824	2758967.1738	2307350.6035	94744.3081	51571.9093	0.0000	0.0000
sp|P43146|DCC_HUMAN	P43146	DCC_HUMAN	DCC	1447	Homo sapiens	Netrin receptor DCC	1:Experimental evidence at protein level	6.98	1.0000	0.9990	8	8	8	10	10	10	5686015	5686015	5686015	11M(15.9949), 16M(15.9949), 4K(304.2071), 6K(304.2071), 7K(304.2071), 7M(15.9949), 8C(57.0214), N-term(304.2071)			258628.0786	302766.5342	349128.0830	1925152.9883	1528194.6426	1810173.7031	319443.3779	398236.2925	341807.4736	828905.7129	924222.4688	737418.7451	26964.7830	13374.7446	0.0000	0.0000
sp|P43155|CACP_HUMAN	P43155	CACP_HUMAN	CRAT	626	Homo sapiens	Carnitine O-acetyltransferase	1:Experimental evidence at protein level	22.04	1.0000	0.9990	15	15	15	22	22	22	29966790	29966790	29966790	11K(304.2071), 12K(304.2071), 15K(304.2071), 1K(304.2071), 2M(15.9949), 4M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)			385466.2300	479821.7642	647436.6445	4499048.4141	4338475.4922	4158163.9531	487219.1602	656947.5469	500518.5098	3603708.9609	3613154.5352	2638190.3789	51862.8860	21611.9958	0.0000	0.0000
sp|P43243|MATR3_HUMAN	P43243	MATR3_HUMAN	MATR3	847	Homo sapiens	Matrin-3	1:Experimental evidence at protein level	44.39	1.0000	0.9990	52	52	52	93	93	93	372535696	372535696	372535696	10C(57.0214), 10K(304.2071), 10M(15.9949), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 19K(304.2071), 1C(57.0214), 1K(304.2071), 20K(304.2071), 2C(57.0214), 2K(304.2071), 3K(304.2071), 4C(57.0214), 4K(304.2071), 4M(15.9949), 5K(304.2071), 6K(304.2071), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)			5830011.5713	6277982.9199	6851346.7109	24550417.7891	21861737.3164	23579551.4258	6523391.7324	9681269.3008	6819919.8955	21776688.4219	19880859.9863	16435882.8232	381974.6191	169623.0470	0.0000	1272.4696
sp|P43246|MSH2_HUMAN	P43246	MSH2_HUMAN	MSH2	934	Homo sapiens	DNA mismatch repair protein Msh2	1:Experimental evidence at protein level	21.84	1.0000	0.9990	19	19	19	26	26	26	16487904	16487904	16487904	10K(304.2071), 13M(15.9949), 15K(304.2071), 19M(15.9949), 1C(57.0214), 24K(304.2071), 2C(57.0214), 2K(304.2071), 2M(15.9949), 3C(57.0214), 3K(304.2071), 4K(304.2071), 5C(57.0214), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2095612.6455	2225651.7744	2433388.4072	3218358.8105	3075389.4668	2955025.0703	2125439.9072	2699758.8799	2140326.9629	2472001.2637	2038726.2607	1798253.5352	64640.0760	22088.8231	0.0000	0.0000
sp|P43250|GRK6_HUMAN	P43250	GRK6_HUMAN	GRK6	576	Homo sapiens	G protein-coupled receptor kinase 6	1:Experimental evidence at protein level	5.38	1.0000	0.9990	3	3	3	3	3	3	3314202	3314202	3314202	3C(57.0214), 6C(57.0214), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			125904.6719	148734.9922	166783.8281	690582.2969	697715.3281	606347.0547	145757.9492	196612.6133	161492.5625	448087.3672	496658.3516	376738.1875	11612.1130	3863.9430	0.0000	0.0000
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	Homo sapiens	Glycerol-3-phosphate dehydrogenase, mitochondrial	1:Experimental evidence at protein level	15.96	1.0000	0.9990	13	13	13	13	13	13	8530194	8530194	8530194	12K(304.2071), 1C(57.0214), 1K(304.2071), 2M(15.9949), 4C(57.0214), 5C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)			215261.5161	226363.2603	278191.4326	1839827.5039	1867300.7070	1762330.2227	317916.8354	462835.5645	439894.0127	2418259.8125	2662963.4766	1970850.4531	57775.2075	9000.1940	0.0000	0.0000
sp|P43378|PTN9_HUMAN	P43378	PTN9_HUMAN	PTPN9	593	Homo sapiens	Tyrosine-protein phosphatase non-receptor type 9	1:Experimental evidence at protein level	10.29	1.0000	0.9990	6	6	6	9	9	9	4624794	4624794	4624794	10M(15.9949), 12K(304.2071), 2C(57.0214), 2K(304.2071), 6C(57.0214), N-term(304.2071)			498166.0791	523753.0742	586334.1484	1317975.0586	1101674.5078	1264159.4688	601656.6582	792173.2656	600964.8086	883941.1914	727073.6094	667297.4785	24979.2156	8133.5422	0.0000	0.0000
sp|P43487|RANG_HUMAN	P43487	RANG_HUMAN	RANBP1	201	Homo sapiens	Ran-specific GTPase-activating protein	1:Experimental evidence at protein level	47.76	1.0000	0.9990	13	12	13	30	29	30	60068176	58670316	60068176	10K(304.2071), 10M(15.9949), 11K(304.2071), 11M(15.9949), 12K(304.2071), 12M(15.9949), 14K(304.2071), 1K(304.2071), 2C(57.0214), 2K(304.2071), 4K(304.2071), 5K(304.2071), 6C(57.0214), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			3378083.8789	3525346.0859	3413569.8555	3766744.4219	3899082.1172	3844577.3477	3678765.3555	4302280.6602	4033708.5820	2822062.3516	2366464.6035	2066207.2715	68727.6472	28236.6758	0.0000	0.0000
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens	Nicotinamide phosphoribosyltransferase	1:Experimental evidence at protein level	23.42	1.0000	0.9990	13	13	13	18	18	18	43297319	43297319	43297319	12K(304.2071), 15K(304.2071), 1K(304.2071), 2K(304.2071), 3K(304.2071), 4K(304.2071), 5C(57.0214), 7C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			3033046.1602	3385715.8027	3422617.3750	2985891.5234	2652745.5723	2788129.0176	3396808.0840	4327939.3008	2779577.5508	2260179.4590	1619133.9062	1377246.1875	45471.3276	16239.1949	0.0000	0.0000
sp|P43686|PRS6B_HUMAN	P43686	PRS6B_HUMAN	PSMC4	418	Homo sapiens	26S proteasome regulatory subunit 6B	1:Experimental evidence at protein level	41.63	1.0000	0.9990	19	18	18	36	32	32	182915964	113559546	182915964	10C(57.0214), 10K(304.2071), 12K(304.2071), 12M(15.9949), 14K(304.2071), 15M(15.9949), 18C(57.0214), 18K(304.2071), 1K(304.2071), 20K(304.2071), 4K(304.2071), 4M(15.9949), 5K(304.2071), 9K(304.2071), N-term(304.2071)			4949635.3164	5183726.9902	5267480.9609	5116518.5830	4913001.5625	4898218.8379	4759058.3086	6107413.7969	4801942.2969	3678903.4268	2971431.4746	2663482.9893	77434.3999	30509.9188	0.0000	0.0000
sp|P43897|EFTS_HUMAN	P43897	EFTS_HUMAN	TSFM	325	Homo sapiens	Elongation factor Ts, mitochondrial	1:Experimental evidence at protein level	35.38	1.0000	0.9990	11	11	11	14	14	14	11018200	11018200	11018200	10K(304.2071), 13K(304.2071), 14K(304.2071), 27K(304.2071), 28K(304.2071), 5C(57.0214), 5K(304.2071), 5M(15.9949), 7C(57.0214), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)			186358.6304	216716.8506	254689.3525	1994391.7422	1867655.2344	1838137.9922	270691.2217	360148.7363	267684.3945	1757316.2695	1699032.8203	1364255.9648	48718.8474	21853.4229	0.0000	0.0000
