Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|O94887|FARP2_HUMAN	O94887	FARP2_HUMAN	FARP2	1054	false	false	Homo sapiens	FERM, ARHGEF and pleckstrin domain-containing protein 2	1:Experimental evidence at protein level	5.41	1.0000	0.9990	0.00000000000000	5	4	4	6	5	5	1316863	1266257	1316863	11C(57.0215), 14K(304.2072), 8K(304.2072), N-term(304.2072)			76424.3057	69574.5767	100275.2588	66254.3062	72312.7017	71098.0454	188422.8984	222847.7383	265676.1816	221919.5820	197262.7773	206514.8750	1181.9100	4794.1539	0.0000	0.0000
sp|O94888|UBXN7_HUMAN	O94888	UBXN7_HUMAN	UBXN7	489	false	false	Homo sapiens	UBX domain-containing protein 7	1:Experimental evidence at protein level	11.86	1.0000	0.9990	0.00000000000000	6	6	6	6	6	6	47292858	47292858	47292858	14K(304.2072), 1K(304.2072), 7K(304.2072), N-term(304.2072)			370574.6943	278849.6006	458434.7148	591333.5938	705773.7930	635451.0254	278965.8252	286403.0054	319811.7788	434757.1387	381960.2285	380248.2285	10268.4415	3984.1050	0.0000	0.0000
sp|O94898|LRIG2_HUMAN	O94898	LRIG2_HUMAN	LRIG2	1065	false	false	Homo sapiens	Leucine-rich repeats and immunoglobulin-like domains protein 2	1:Experimental evidence at protein level	3.57	1.0000	0.9990	0.00000000000000	4	2	3	4	2	3	3529792	736048	3529792	3M(15.9949), N-term(304.2072)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|O94903|PLPHP_HUMAN	O94903	PLPHP_HUMAN	PLPBP	275	false	false	Homo sapiens	Pyridoxal phosphate homeostasis protein	1:Experimental evidence at protein level	8.73	1.0000	0.9977	0.00100066711141	3	3	3	3	3	3	3125711	3125711	3125711	5C(57.0215), 9K(304.2072), N-term(304.2072)			140672.4844	121720.0234	204551.5391	139431.6445	167180.5469	149251.7773	133976.1016	137820.6621	161259.6914	137708.7051	115946.0195	118350.2734	3926.8402	1160.3495	0.0000	0.0000
sp|O94905|ERLN2_HUMAN	O94905	ERLN2_HUMAN	ERLIN2	339	false	false	Homo sapiens	Erlin-2	1:Experimental evidence at protein level	47.79	1.0000	0.9990	0.00000000000000	19	16	19	43	36	43	51006943	39127586	51006943	10K(304.2072), 10M(15.9949), 11M(15.9949), 12K(304.2072), 15K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072), 5C(57.0215), 5M(15.9949), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			764250.6692	609466.7268	999649.7087	568966.6930	637351.1321	608721.9700	4091213.9844	4692225.8730	5688836.8887	4678353.4727	4305950.8262	4280934.8008	127879.9642	73710.2966	0.0000	0.0000
sp|O94906|PRP6_HUMAN	O94906	PRP6_HUMAN	PRPF6	941	false	false	Homo sapiens	Pre-mRNA-processing factor 6	1:Experimental evidence at protein level	29.97	1.0000	0.9990	0.00000000000000	30	30	30	48	48	48	18132862	18132862	18132862	10M(15.9949), 11K(304.2072), 11M(15.9949), 12K(304.2072), 13K(304.2072), 17K(304.2072), 1C(57.0215), 1K(304.2072), 2K(304.2072), 4M(15.9949), 5C(57.0215), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			1804540.1152	1410685.1455	2302226.5674	2210102.2881	2255974.2119	2640514.1582	2067315.1074	2360931.0859	2625791.3193	3734019.5156	3355221.5869	3866625.5020	98277.9174	68182.6217	0.0000	0.0000
sp|O94910|AGRL1_HUMAN	O94910	AGRL1_HUMAN	ADGRL1	1474	false	false	Homo sapiens	Adhesion G protein-coupled receptor L1	1:Experimental evidence at protein level	5.90	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	4556743	4556743	4556743	10K(304.2072), 13K(304.2072), 1C(57.0215), 4C(57.0215), 7K(304.2072), 8M(15.9949), N-term(304.2072)			167759.8818	131865.2017	199630.8594	109624.6484	114011.3521	111747.8857	454172.9570	534021.1641	562253.5840	399887.4053	393135.5801	408509.5273	10670.7740	1260.9052	0.0000	1096.1688
sp|O94915|FRYL_HUMAN	O94915	FRYL_HUMAN	FRYL	3013	false	false	Homo sapiens	Protein furry homolog-like	1:Experimental evidence at protein level	2.92	1.0000	0.9990	0.00000000000000	10	9	10	10	9	10	8774956	8774956	8774956	12K(304.2072), 15K(304.2072), 2C(57.0215), 2K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			253775.2246	187634.5205	332448.5762	293697.7988	348357.6113	318509.2676	222585.5781	253350.4395	273261.3770	342543.3418	299947.1484	335805.7930	6683.4546	2265.4983	0.0000	0.0000
sp|O94916|NFAT5_HUMAN	O94916	NFAT5_HUMAN	NFAT5	1531	false	false	Homo sapiens	Nuclear factor of activated T-cells 5	1:Experimental evidence at protein level	1.57	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	1525192	1525192	1525192	10K(304.2072), 7K(304.2072), N-term(304.2072)			140086.3145	106899.3965	184425.6133	168838.7031	179777.0859	177869.6523	101336.1973	98439.4551	114297.7246	125176.8496	109187.9141	119069.5391	2485.2791	0.0000	0.0000	0.0000
sp|O94919|ENDD1_HUMAN	O94919	ENDD1_HUMAN	ENDOD1	500	false	false	Homo sapiens	Endonuclease domain-containing 1 protein	1:Experimental evidence at protein level	19.80	1.0000	0.9990	0.00000000000000	9	9	9	10	10	10	20982666	20982666	20982666	11K(304.2072), 13C(57.0215), 22K(304.2072), 9M(15.9949), N-term(304.2072)			351006.6670	284900.7749	439286.0635	204643.1552	226430.0112	217355.5808	574458.9160	722004.3398	805534.0195	971698.4980	960464.5293	839826.0840	11317.2832	6335.1914	0.0000	0.0000
sp|O94925|GLSK_HUMAN	O94925	GLSK_HUMAN	GLS	669	false	false	Homo sapiens	Glutaminase kidney isoform, mitochondrial	1:Experimental evidence at protein level	14.65	1.0000	0.9990	0.00000000000000	11	10	11	14	13	14	7411884	7049264	7411884	10K(304.2072), 15K(304.2072), 24K(304.2072), 4K(304.2072), 6C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			344724.2295	284906.1348	410863.9219	215952.4204	299526.2822	235850.7285	974581.2500	1133198.6719	1135887.2109	864392.0000	832064.8008	844460.0996	30870.3354	11316.7843	0.0000	0.0000
sp|O94952|FBX21_HUMAN	O94952	FBX21_HUMAN	FBXO21	628	false	false	Homo sapiens	F-box only protein 21	2:Experimental evidence at transcript level	11.15	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	3544460	3544460	3544460	10K(304.2072), 1K(304.2072), 2K(304.2072), 3C(57.0215), 8K(304.2072), N-term(304.2072)			156931.9453	125499.2031	198919.5312	177135.1289	187024.8867	174913.0391	120073.3809	127865.2930	130226.5898	115761.5352	105331.5605	128811.9648	0.0000	0.0000	0.0000	0.0000
sp|O94964|SOGA1_HUMAN	O94964	SOGA1_HUMAN	SOGA1	1423	false	false	Homo sapiens	Protein SOGA1	1:Experimental evidence at protein level	12.30	1.0000	0.9990	0.00000000000000	18	18	18	18	18	18	2729424	2729424	2729424	10K(304.2072), 11K(304.2072), 12K(304.2072), 1K(304.2072), 5C(57.0215), 5K(304.2072), 6C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			430366.6758	363514.7231	536976.7441	548125.2168	685095.6846	592818.6826	462290.3018	517214.1895	508791.6807	697976.4336	639410.8281	743778.8623	20219.9088	8886.9320	0.0000	0.0000
sp|O94966|UBP19_HUMAN	O94966	UBP19_HUMAN	USP19	1318	false	false	Homo sapiens	Ubiquitin carboxyl-terminal hydrolase 19	1:Experimental evidence at protein level	5.46	1.0000	0.9990	0.00000000000000	7	7	7	7	7	7	1999777	1999777	1999777	19K(304.2072), 1K(304.2072), 3C(57.0215), 6C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			184223.5879	153197.1582	245098.2852	290799.8555	309156.1289	289841.4141	147592.8984	173084.9590	168659.9238	233563.9551	213165.7832	233195.6230	1450.5859	2704.0311	0.0000	0.0000
sp|O94967|WDR47_HUMAN	O94967	WDR47_HUMAN	WDR47	919	false	false	Homo sapiens	WD repeat-containing protein 47	1:Experimental evidence at protein level	30.79	1.0000	0.9990	0.00000000000000	26	26	26	36	36	36	15763485	15763485	15763485	10K(304.2072), 11C(57.0215), 11K(304.2072), 12K(304.2072), 12M(15.9949), 13K(304.2072), 13M(15.9949), 15M(15.9949), 16K(304.2072), 17K(304.2072), 18K(304.2072), 20M(15.9949), 2C(57.0215), 2K(304.2072), 3K(304.2072), 3M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2072), 8K(304.2072), 9C(57.0215), 9K(304.2072), 9M(15.9949), N-term(304.2072)			2498012.3994	2022009.1865	2946737.9395	1525279.9609	1680478.6924	1605565.5195	1653420.0703	1996218.7402	1935503.4863	1444680.1094	1284816.5107	1533136.7617	28207.7249	14538.7512	0.0000	0.0000
sp|O94973|AP2A2_HUMAN	O94973	AP2A2_HUMAN	AP2A2	939	false	false	Homo sapiens	AP-2 complex subunit alpha-2	1:Experimental evidence at protein level	40.89	1.0000	0.9990	0.00000000000000	39	24	24	65	46	46	56253480	40182281	56253480	11C(57.0215), 11K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 16K(304.2072), 17K(304.2072), 17M(15.9949), 1K(304.2072), 2C(57.0215), 2K(304.2072), 2M(15.9949), 3M(15.9949), 4C(57.0215), 5M(15.9949), 6C(57.0215), 7M(15.9949), 8K(304.2072), 8M(15.9949), 9C(57.0215), 9K(304.2072), 9M(15.9949), N-term(304.2072)			1598356.0537	1359786.0186	2024492.2646	1206634.8940	1306203.5977	1250413.5195	2255178.6621	2757150.1406	2934619.4531	2608674.8750	2432471.8027	2637755.5176	57297.3076	41516.6182	0.0000	0.0000
sp|O94979|SC31A_HUMAN	O94979	SC31A_HUMAN	SEC31A	1220	false	false	Homo sapiens	Protein transport protein Sec31A	1:Experimental evidence at protein level	19.26	1.0000	0.9990	0.00000000000000	26	25	26	32	31	32	19766012	19766012	19766012	10K(304.2072), 11K(304.2072), 12M(15.9949), 13K(304.2072), 15K(304.2072), 16K(304.2072), 1C(57.0215), 1K(304.2072), 6C(57.0215), 6K(304.2072), 7K(304.2072), 7M(15.9949), 8K(304.2072), 9K(304.2072), N-term(304.2072)			1025461.6768	832571.2744	1413111.0049	1906682.0078	2181232.7188	2008145.1699	687383.5420	754224.0864	773852.6675	1201435.4434	1058281.2275	1305666.4854	28600.9138	8926.8396	0.0000	0.0000
sp|O94985|CSTN1_HUMAN	O94985	CSTN1_HUMAN	CLSTN1	981	false	false	Homo sapiens	Calsyntenin-1	1:Experimental evidence at protein level	11.62	1.0000	0.9990	0.00000000000000	14	14	14	16	16	16	24507516	24507516	24507516	10K(304.2072), 11K(304.2072), 2K(304.2072), 3C(57.0215), 5C(57.0215), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072)			391573.8311	299935.2837	487127.6113	271103.1528	301346.7461	296372.4355	838879.9922	867513.2090	945538.0176	861577.1309	877866.4785	860907.2090	18796.1855	8256.4603	0.0000	0.0000
sp|O94991|SLIK5_HUMAN	O94991	SLIK5_HUMAN	SLITRK5	958	false	false	Homo sapiens	SLIT and NTRK-like protein 5	1:Experimental evidence at protein level	3.76	1.0000	0.9990	0.00000000000000	4	2	4	4	2	4	26302209	667191	26302209	7K(304.2072), N-term(304.2072)			40388.6797	35228.2949	46429.7969	34196.9434	34499.0889	34996.6357	73933.1992	89519.3359	97984.1328	100391.3320	103830.9609	97384.1211	1718.5828	0.0000	0.0000	0.0000
sp|O94992|HEXI1_HUMAN	O94992	HEXI1_HUMAN	HEXIM1	359	false	false	Homo sapiens	Protein HEXIM1	1:Experimental evidence at protein level	11.14	1.0000	0.9990	0.00000000000000	4	3	4	6	5	6	3685347	3127548	3685347	11K(304.2072), 7K(304.2072), 9M(15.9949), N-term(304.2072)			126797.7266	123871.0303	197211.3691	223481.4746	253794.1328	246422.0039	102392.8936	107779.0361	115816.5303	183521.4961	161033.6562	148871.5762	4503.2642	0.0000	0.0000	0.0000
sp|O95057|DIRA1_HUMAN	O95057	DIRA1_HUMAN	DIRAS1	198	false	false	Homo sapiens	GTP-binding protein Di-Ras1	1:Experimental evidence at protein level	22.73	1.0000	0.9990	0.00000000000000	5	2	2	6	2	2	4681061	1011103	4681061	2M(15.9949), 9K(304.2072), N-term(304.2072)			105157.6387	80614.3770	118808.8242	70387.5957	67436.4004	64325.3008	74610.3145	86913.8555	73877.9219	68629.8984	60803.9453	73814.9102	0.0000	1134.5056	0.0000	0.0000
sp|O95071|UBR5_HUMAN	O95071	UBR5_HUMAN	UBR5	2799	false	false	Homo sapiens	E3 ubiquitin-protein ligase UBR5	1:Experimental evidence at protein level	2.57	1.0000	0.9990	0.00000000000000	7	7	7	7	7	7	2014944	2014944	2014944	1K(304.2072), 21K(304.2072), 5K(304.2072), 7K(304.2072), 9K(304.2072), N-term(304.2072)			176014.5273	131410.0186	242134.5156	364473.4844	389894.4766	385883.2930	104449.2168	103296.9941	100002.9951	211687.6348	163672.4990	217595.6348	3347.2042	0.0000	0.0000	0.0000
sp|O95104|SCAF4_HUMAN	O95104	SCAF4_HUMAN	SCAF4	1147	false	false	Homo sapiens	SR-related and CTD-associated factor 4	1:Experimental evidence at protein level	8.37	1.0000	0.9990	0.00000000000000	8	7	7	9	8	8	1574416	1574416	1574416	10K(304.2072), 26K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			186975.2607	151052.2383	236708.7285	159609.4570	147475.3330	178844.1055	184120.0391	192374.3525	206531.9141	252120.2842	241127.3633	266361.0117	0.0000	1185.1871	0.0000	0.0000
sp|O95140|MFN2_HUMAN	O95140	MFN2_HUMAN	MFN2	757	false	false	Homo sapiens	Mitofusin-2	1:Experimental evidence at protein level	22.85	1.0000	0.9990	0.00000000000000	18	17	18	22	21	22	60283265	60283265	60283265	10K(304.2072), 11K(304.2072), 12K(304.2072), 19K(304.2072), 1C(57.0215), 1K(304.2072), 2K(304.2072), 3K(304.2072), 4C(57.0215), 4M(15.9949), 5C(57.0215), 5M(15.9949), 6C(57.0215), 6M(15.9949), 7K(304.2072), 9M(15.9949), N-term(304.2072)			247405.0798	198155.6089	314918.2789	232477.5253	264797.7028	258428.3741	1593338.5605	1930593.6348	2151807.9609	1890542.1816	1782502.8262	1989459.5195	47848.0417	27681.8701	0.0000	0.0000
sp|O95155|UBE4B_HUMAN	O95155	UBE4B_HUMAN	UBE4B	1302	false	false	Homo sapiens	Ubiquitin conjugation factor E4 B	1:Experimental evidence at protein level	6.68	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	1723818	1723818	1723818	10K(304.2072), 2C(57.0215), 3M(15.9949), 6C(57.0215), 7M(15.9949), 8K(304.2072), N-term(304.2072)			172954.0615	142844.0605	233649.6602	277441.8477	294820.5703	286458.6953	133063.0146	139296.8164	139816.7344	182774.1074	159825.7217	180531.3887	2789.5150	3750.8065	0.0000	0.0000
sp|O95159|ZFPL1_HUMAN	O95159	ZFPL1_HUMAN	ZFPL1	310	false	false	Homo sapiens	Zinc finger protein-like 1	1:Experimental evidence at protein level	11.94	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	3588962	3588962	3588962	12C(57.0215), 16K(304.2072), 2C(57.0215), 6C(57.0215), N-term(304.2072)			28482.0928	25109.7183	37808.4873	31070.2051	36241.9336	31503.2041	147255.3711	148987.0781	189908.0703	239206.8672	231053.9141	270718.3359	6684.2664	4099.1761	0.0000	0.0000
sp|O95163|ELP1_HUMAN	O95163	ELP1_HUMAN	ELP1	1332	false	false	Homo sapiens	Elongator complex protein 1	1:Experimental evidence at protein level	21.25	1.0000	0.9990	0.00000000000000	23	23	23	24	24	24	7905097	7905097	7905097	10C(57.0215), 10K(304.2072), 11K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 15K(304.2072), 19K(304.2072), 1C(57.0215), 20K(304.2072), 22K(304.2072), 4C(57.0215), 5M(15.9949), 7K(304.2072), 8K(304.2072), 9M(15.9949), N-term(304.2072)			688707.7881	587703.9531	804524.8125	915420.7500	1055998.9219	953046.7070	457686.7031	501212.2661	506398.0542	649266.3389	578482.7598	684345.5049	4292.6429	4998.4017	0.0000	0.0000
sp|O95166|GBRAP_HUMAN	O95166	GBRAP_HUMAN	GABARAP	117	false	false	Homo sapiens	Gamma-aminobutyric acid receptor-associated protein	1:Experimental evidence at protein level	24.79	1.0000	0.9990	0.00000000000000	4	2	2	4	2	2	7962623	4134185	7962623	11K(304.2072), 4K(304.2072), 6K(304.2072), 7K(304.2072), N-term(304.2072)			229104.3945	159851.8672	323603.2500	161474.3281	178191.8125	154134.5781	196626.1836	163298.2969	188501.5977	169501.1758	140781.9297	160661.6172	2002.6223	1984.1486	0.0000	0.0000
sp|O95196|CSPG5_HUMAN	O95196	CSPG5_HUMAN	CSPG5	566	false	false	Homo sapiens	Chondroitin sulfate proteoglycan 5	1:Experimental evidence at protein level	5.48	1.0000	0.9990	0.00000000000000	2	2	2	4	4	4	2964388	2964388	2964388	13K(304.2072), 15M(15.9949), 18K(304.2072), 2C(57.0215), 4K(304.2072), N-term(304.2072)			89459.1816	75577.0830	138824.9707	69077.9966	76297.4683	70636.2261	320827.1484	319681.4121	334981.8867	157087.2363	149574.8809	125390.4785	1770.3838	0.0000	0.0000	0.0000
sp|O95197|RTN3_HUMAN	O95197	RTN3_HUMAN	RTN3	1032	false	false	Homo sapiens	Reticulon-3	1:Experimental evidence at protein level	19.96	1.0000	0.9990	0.00000000000000	19	18	18	36	31	31	273476127	273476127	273476127	10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 15K(304.2072), 1C(57.0215), 2K(304.2072), 33C(57.0215), 39K(304.2072), 4C(57.0215), 5C(57.0215), 5K(304.2072), 6M(15.9949), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			1035237.1289	822200.8398	1319039.8193	629895.9150	657605.7563	664958.6157	1291284.6982	1501484.9297	1643050.7031	1640506.3535	1498376.9785	1694844.7930	46911.5607	29708.7223	0.0000	0.0000
sp|O95202|LETM1_HUMAN	O95202	LETM1_HUMAN	LETM1	739	false	false	Homo sapiens	Mitochondrial proton/calcium exchanger protein	1:Experimental evidence at protein level	35.18	1.0000	0.9990	0.00000000000000	28	28	28	45	45	45	109379016	109379016	109379016	11K(304.2072), 12K(304.2072), 12M(15.9949), 13K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 2K(304.2072), 2M(15.9949), 3K(304.2072), 4K(304.2072), 5K(304.2072), 5M(15.9949), 6C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			681300.0837	568098.5135	884734.4465	671040.5365	813200.4268	774182.6187	7402757.7246	7174922.6777	7921823.1309	6536004.0430	6057647.4863	6012477.2832	151295.4822	70414.2081	0.0000	0.0000
sp|O95208|EPN2_HUMAN	O95208	EPN2_HUMAN	EPN2	641	false	false	Homo sapiens	Epsin-2	1:Experimental evidence at protein level	7.64	1.0000	0.9990	0.00000000000000	6	5	6	6	5	6	2883169	2641568	2883169	12K(304.2072), 3K(304.2072), 3M(15.9949), 7K(304.2072), N-term(304.2072)			135695.1172	122360.1826	231514.7812	123850.6455	140012.2119	120097.1523	261384.5039	337260.9727	352108.7852	200218.1328	203804.7090	147334.0527	4850.6865	0.0000	0.0000	0.0000
sp|O95210|STBD1_HUMAN	O95210	STBD1_HUMAN	STBD1	358	false	false	Homo sapiens	Starch-binding domain-containing protein 1	1:Experimental evidence at protein level	18.16	1.0000	0.9990	0.00000000000000	6	6	6	6	6	6	3948183	3948183	3948183	4C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			115744.0605	85228.8926	150655.2803	106473.3193	103928.6826	98451.8047	400966.1172	452773.5273	494842.9883	363690.6602	340403.4004	331661.0000	8836.9143	7381.7135	0.0000	0.0000
sp|O95218|ZRAB2_HUMAN	O95218	ZRAB2_HUMAN	ZRANB2	330	false	false	Homo sapiens	Zinc finger Ran-binding domain-containing protein 2	1:Experimental evidence at protein level	26.97	1.0000	0.9990	0.00000000000000	10	10	10	18	18	18	29718445	29718445	29718445	10C(57.0215), 10K(304.2072), 11K(304.2072), 16K(304.2072), 1C(57.0215), 2C(57.0215), 2K(304.2072), 3C(57.0215), 4C(57.0215), 5M(15.9949), 6C(57.0215), 6M(15.9949), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			1503768.4609	887567.5635	1857309.1328	1871482.0137	2185072.3828	1928008.6777	1146633.3330	870430.0508	1056605.1631	1939091.2207	1721196.4805	1747141.0176	40614.4210	19874.2699	0.0000	0.0000
sp|O95219|SNX4_HUMAN	O95219	SNX4_HUMAN	SNX4	450	false	false	Homo sapiens	Sorting nexin-4	1:Experimental evidence at protein level	26.44	1.0000	0.9990	0.00000000000000	13	13	13	17	17	17	9132506	9132506	9132506	11K(304.2072), 14K(304.2072), 1K(304.2072), 2K(304.2072), 3C(57.0215), 3M(15.9949), 4C(57.0215), 5M(15.9949), 6K(304.2072), 6M(15.9949), 8C(57.0215), N-term(304.2072)			596565.5146	487964.4736	826813.2148	509878.2646	547867.2090	522674.3975	451981.4307	555493.8281	606830.4580	649631.6006	603705.2891	642777.0801	12407.4027	12868.2538	0.0000	0.0000
sp|O95232|LC7L3_HUMAN	O95232	LC7L3_HUMAN	LUC7L3	432	false	false	Homo sapiens	Luc7-like protein 3	1:Experimental evidence at protein level	19.44	1.0000	0.9990	0.00000000000000	10	10	10	11	11	11	15772333	15772333	15772333	11K(304.2072), 12K(304.2072), 14K(304.2072), 2K(304.2072), 3M(15.9949), 6C(57.0215), 6K(304.2072), 6M(15.9949), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			598533.9453	411280.8545	715431.5938	627250.5137	610150.3457	719960.8105	490148.9688	433256.2656	527423.7930	817820.7109	726817.5527	829349.6016	24142.6747	13589.9646	0.0000	0.0000
sp|O95248|MTMR5_HUMAN	O95248	MTMR5_HUMAN	SBF1	1868	false	false	Homo sapiens	Myotubularin-related protein 5	1:Experimental evidence at protein level	16.65	1.0000	0.9990	0.00000000000000	31	29	31	35	33	35	9480187	5402290	9480187	10K(304.2072), 10M(15.9949), 12K(304.2072), 13K(304.2072), 2C(57.0215), 6C(57.0215), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), 9M(15.9949), N-term(304.2072)			1173053.1357	973546.8174	1538958.6660	1121875.8135	1276466.6973	1201678.6436	1038536.9463	1164657.1338	1264620.1240	1295283.0332	1160210.2373	1313868.0059	30589.1697	9949.0201	0.0000	0.0000
sp|O95249|GOSR1_HUMAN	O95249	GOSR1_HUMAN	GOSR1	250	false	false	Homo sapiens	Golgi SNAP receptor complex member 1	1:Experimental evidence at protein level	22.80	1.0000	0.9990	0.00000000000000	7	6	7	8	7	8	3167639	3167639	3167639	12K(304.2072), 3M(15.9949), 4M(15.9949), 7K(304.2072), 9K(304.2072), N-term(304.2072)			105419.6592	84633.7026	149875.1577	101139.6973	110925.9375	114209.3232	374863.8770	372836.0820	477840.0547	571215.8398	535692.9180	569203.1523	11047.8553	1735.7446	0.0000	0.0000
sp|O95260|ATE1_HUMAN	O95260	ATE1_HUMAN	ATE1	518	false	false	Homo sapiens	Arginyl-tRNA--protein transferase 1	1:Experimental evidence at protein level	17.76	1.0000	0.9990	0.00000000000000	6	6	6	6	6	6	1459573	1459573	1459573	10K(304.2072), 11C(57.0215), 12C(57.0215), 15K(304.2072), 17K(304.2072), 1C(57.0215), 1K(304.2072), 24K(304.2072), 4K(304.2072), 5C(57.0215), 7K(304.2072), 7M(15.9949), 8K(304.2072), N-term(304.2072)			194533.0850	166428.5244	246699.2754	297739.0039	319812.9883	304493.1836	111143.2383	123682.2266	112866.5215	139561.5898	123920.9893	163039.0215	2814.9294	3101.3280	0.0000	0.0000
